ID,Full_Name,Genus,Species,Genus_species,NC
1489,"Pomacentrus lepidogenys Fowler & Bean, 1928 ",Pomacentrus,lepidogenys,Pomacentrus lepidogenys,Present
1490,"Pomacentrus moluccensis Bleeker, 1853 ",Pomacentrus,moluccensis,Pomacentrus moluccensis,Present
1491,"Pomacentrus nagasakiensis Tanaka, 1917 ",Pomacentrus,nagasakiensis,Pomacentrus nagasakiensis,Present
1492,"Pomacentrus nigromanus Weber, 1913 ",Pomacentrus,nigromanus,Pomacentrus nigromanus,Present
1493,"Pomacentrus pavo (Bloch, 1787) ",Pomacentrus,pavo,Pomacentrus pavo,Present
1494,"Pomacentrus philippinus Evermann & Seale, 1907 ",Pomacentrus,philippinus,Pomacentrus philippinus,Present
1495,"Pomacentrus reidi Fowler & Bean, 1928 ",Pomacentrus,reidi,Pomacentrus reidi,Present
1496,"Pomacentrus simsiang Bleeker, 1856 ",Pomacentrus,simsiang,Pomacentrus simsiang,Present
1497,"Pomacentrus spilotoceps Randall, 2002 ",Pomacentrus,spilotoceps,Pomacentrus spilotoceps,Present
1498,"Pomacentrus taeniometopon Bleeker, 1852 ",Pomacentrus,taeniometopon,Pomacentrus taeniometopon,Present
1499,"Pomacentrus tripunctatus Cuvier in Cuvier & Valenciennes, 1830 ",Pomacentrus,tripunctatus,Pomacentrus tripunctatus,Present
1500,"Pomacentrus vaiuli Jordan & Seale, 1906 ",Pomacentrus,vaiuli,Pomacentrus vaiuli,Present
1501,"Pomachromis richardsoni (Snyder, 1909) ",Pomachromis,richardsoni,Pomachromis richardsoni,Present
1502,"Pristotis obtusirostris (Günther, 1862) ",Pristotis,obtusirostris,Pristotis obtusirostris,Present
1503,"Stegastes albifasciatus (Schlegel & Müller, 1839) ",Stegastes,albifasciatus,Stegastes albifasciatus,Present
1504,"Stegastes apicalis (De Vis, 1885) ",Stegastes,apicalis,Stegastes apicalis,Present
1505,"Stegastes aureus (Fowler, 1927) ",Stegastes,aureus,Stegastes aureus,Present
1506,"Stegastes fasciolatus (Ogilby, 1889) ",Stegastes,fasciolatus,Stegastes fasciolatus,Present
1507,"Stegastes gascoynei (Whitley, 1964) ",Stegastes,gascoynei,Stegastes gascoynei,Present
1508,"Stegastes nigricans (Lacepède [ex Commerson], 1802) ",Stegastes,nigricans,Stegastes nigricans,Present
1509,"Stegastes punctatus (Quoy & Gaimard, 1825) ",Stegastes,punctatus,Stegastes punctatus,Present
1510,"Anampses caeruleopunctatus Rüppell, 1829 ",Anampses,caeruleopunctatus,Anampses caeruleopunctatus,Present
1511,"Anampses femininus Randall, 1972 ",Anampses,femininus,Anampses femininus,Present
1512,"Anampses geographicus Valenciennes in Cuvier & Valenciennes, 1840 ",Anampses,geographicus,Anampses geographicus,Present
1513,"Anampses melanurus Bleeker, 1857 ",Anampses,melanurus,Anampses melanurus,Present
1514,"Anampses meleagrides Valenciennes in Cuvier & Valenciennes, 1839 ",Anampses,meleagrides,Anampses meleagrides,Present
1515,"Anampses neoguinaicus Bleeker, 1878 ",Anampses,neoguinaicus,Anampses neoguinaicus,Present
1516,"Anampses twistii Bleeker, 1856 ",Anampses,twistii,Anampses twistii,Present
1517,"Bodianus anthioides (Bennett, 1832) ",Bodianus,anthioides,Bodianus anthioides,Present
1518,"Bodianus axillaris (Bennett, 1832) ",Bodianus,axillaris,Bodianus axillaris,Present
1519,"Bodianus bilunulatus (Lacepède, 1801) ",Bodianus,bilunulatus,Bodianus bilunulatus,Present
1520,"Bodianus bimaculatus Allen, 1973 ",Bodianus,bimaculatus,Bodianus bimaculatus,Present
1521,"Bodianus cylindriatus (Tanaka, 1930) ",Bodianus,cylindriatus,Bodianus cylindriatus,Present
1522,"Bodianus dictynna Gomon, 2006 ",Bodianus,dictynna,Bodianus dictynna,Present
1523,"Bodianus flavifrons Gomon, 2001 ",Bodianus,flavifrons,Bodianus flavifrons,Present
1524,"Bodianus izuensis Araga & Yoshino in Masuda, Araga & Yoshino, 1975 ",Bodianus,izuensis,Bodianus izuensis,Present
1525,"Bodianus loxozonus (Snyder, 1908) ",Bodianus,loxozonus,Bodianus loxozonus,Present
1526,"Bodianus masudai Araga & Yoshino in Masuda, Araga & Yoshino, 1975 ",Bodianus,masudai,Bodianus masudai,Present
1527,"Bodianus mesothorax (Bloch & Schneider, 1801) ",Bodianus,mesothorax,Bodianus mesothorax,Present
1528,"Bodianus paraleucosticticus Gomon, 2006 ",Bodianus,paraleucosticticus,Bodianus paraleucosticticus,Present
1529,"Bodianus perditio (Quoy & Gaimard, 1834) ",Bodianus,perditio,Bodianus perditio,Present
1530,"Bodianus unimaculatus (Günther, 1862) ",Bodianus,unimaculatus,Bodianus unimaculatus,Present
1531,"Cheilinus chlorourus (Bloch, 1791) ",Cheilinus,chlorourus,Cheilinus chlorourus,Present
1532,"Cheilinus fasciatus (Bloch, 1791) ",Cheilinus,fasciatus,Cheilinus fasciatus,Present
1533,"Cheilinus oxycephalus Bleeker, 1853 ",Cheilinus,oxycephalus,Cheilinus oxycephalus,Present
1534,"Cheilinus trilobatus Lacepède [ex Commerson], 1801 ",Cheilinus,trilobatus,Cheilinus trilobatus,Present
1535,"Cheilinus undulatus Rüppell, 1835 ",Cheilinus,undulatus,Cheilinus undulatus,Present
1536,"Cheilio inermis (Forsskål in Niebuhr, 1775) ",Cheilio,inermis,Cheilio inermis,Present
1537,"Choerodon anchorago (Bloch, 1791) ",Choerodon,anchorago,Choerodon anchorago,Present
1538,"Choerodon fasciatus (Günther, 1867) ",Choerodon,fasciatus,Choerodon fasciatus,Present
1539,"Choerodon gomoni Allen & Randall, 2002 ",Choerodon,gomoni,Choerodon gomoni,Present
1540,"Choerodon graphicus (De Vis, 1885) ",Choerodon,graphicus,Choerodon graphicus,Present
1541,"Choerodon jordani (Snyder, 1908) ",Choerodon,jordani,Choerodon jordani,Present
1542,"Choerodon margaritiferus Fowler & Bean, 1928 ",Choerodon,margaritiferus,Choerodon margaritiferus,Present
1543,Cirrhilabrus sp ,Cirrhilabrus,sp,Cirrhilabrus sp,Present
1544,"Cirrhilabrus bathyphilus Randall & Nagareda, 2002 ",Cirrhilabrus,bathyphilus,Cirrhilabrus bathyphilus,Present
1545,"Cirrhilabrus laboutei Randall & Lubbock, 1982 ",Cirrhilabrus,laboutei,Cirrhilabrus laboutei,Present
1546,"Cirrhilabrus lineatus Randall & Lubbock, 1982 ",Cirrhilabrus,lineatus,Cirrhilabrus lineatus,Present
1547,"Cirrhilabrus punctatus Randall & Kuiter, 1989 ",Cirrhilabrus,punctatus,Cirrhilabrus punctatus,Present
1548,"Cirrhilabrus roseafascia Randall & Lubbock, 1982 ",Cirrhilabrus,roseafascia,Cirrhilabrus roseafascia,Present
1549,"Coris aygula Lacepède, 1801 ",Coris,aygula,Coris aygula,Present
1550,"Coris batuensis (Bleeker, 1856-1857)",Coris,batuensis,Coris batuensis,Present
1551,"Coris dorsomacula Fowler, 1908 ",Coris,dorsomacula,Coris dorsomacula,Present
1552,"Coris gaimard (Quoy & Gaimard, 1824) ",Coris,gaimard,Coris gaimard,Present
1553,"Coris picta (Bloch & Schneider, 1801) ",Coris,picta,Coris picta,Present
1554,"Coris pictoides Randall & Kuiter, 1982 ",Coris,pictoides,Coris pictoides,Present
1555,"Coris sandageri (Hector, 1884) ",Coris,sandageri,Coris sandageri,Present
1556,"Cymolutes praetextatus (Quoy & Gaimard, 1834) ",Cymolutes,praetextatus,Cymolutes praetextatus,Present
1557,"Cymolutes torquatus (Valenciennes in Cuvier & Valenciennes, 1840) ",Cymolutes,torquatus,Cymolutes torquatus,Present
1558,"Diproctacanthus xanthurus (Bleeker, 1856) ",Diproctacanthus,xanthurus,Diproctacanthus xanthurus,Present
1559,"Epibulus insidiator (Pallas, 1770) ",Epibulus,insidiator,Epibulus insidiator,Present
1560,"Gomphosus varius Lacepède, 1801 ",Gomphosus,varius,Gomphosus varius,Present
1561,"Halichoeres annularis (Valenciennes [ex Kuhl & Hasselt] in Cuvier & Valenciennes, 1839) ",Halichoeres,annularis,Halichoeres annularis,Present
1562,"Halichoeres argus (Bloch & Schneider, 1801) ",Halichoeres,argus,Halichoeres argus,Present
1563,"Halichoeres biocellatus Schultz in Schultz, Chapman, Lachner & Woods, 1960 ",Halichoeres,biocellatus,Halichoeres biocellatus,Present
1564,"Halichoeres chloropterus (Bloch, 1791) ",Halichoeres,chloropterus,Halichoeres chloropterus,Present
1565,"Halichoeres chrysus Randall, 1981 ",Halichoeres,chrysus,Halichoeres chrysus,Present
1566,"Halichoeres claudia Randall & Rocha, 2009 ",Halichoeres,claudia,Halichoeres claudia,Present
1567,"Halichoeres hartzfeldii (Bleeker, 1852) ",Halichoeres,hartzfeldii,Halichoeres hartzfeldii,Present
1568,"Halichoeres hortulanus (Lacepède, 1801) ",Halichoeres,hortulanus,Halichoeres hortulanus,Present
1569,"Halichoeres margaritaceus (Valenciennes in Cuvier & Valenciennes, 1839) ",Halichoeres,margaritaceus,Halichoeres margaritaceus,Present
1570,"Halichoeres melanurus (Bleeker, 1852) ",Halichoeres,melanurus,Halichoeres melanurus,Present
1571,"Halichoeres melasmapomus Randall, 1981 ",Halichoeres,melasmapomus,Halichoeres melasmapomus,Present
1572,"Halichoeres miniatus (Valenciennes [ex Kuhl & Hasselt] in Cuvier & Valenciennes, 1839) ",Halichoeres,miniatus,Halichoeres miniatus,Present
1573,"Halichoeres nebulosus (Valenciennes in Cuvier & Valenciennes, 1839) ",Halichoeres,nebulosus,Halichoeres nebulosus,Present
1574,"Halichoeres prosopeion (Bleeker, 1853) ",Halichoeres,prosopeion,Halichoeres prosopeion,Present
1575,"Halichoeres richmondi Fowler & Bean, 1928 ",Halichoeres,richmondi,Halichoeres richmondi,Present
1576,"Halichoeres scapularis (Bennett, 1832) ",Halichoeres,scapularis,Halichoeres scapularis,Present
1577,"Halichoeres trimaculatus (Quoy & Gaimard, 1834) ",Halichoeres,trimaculatus,Halichoeres trimaculatus,Present
1578,"Hemigymnus fasciatus (Bloch, 1792) ",Hemigymnus,fasciatus,Hemigymnus fasciatus,Present
1579,"Hemigymnus melapterus (Bloch, 1791) ",Hemigymnus,melapterus,Hemigymnus melapterus,Present
1580,"Hologymnosus annulatus (Lacepède, 1801) ",Hologymnosus,annulatus,Hologymnosus annulatus,Present
1581,"Hologymnosus doliatus (Lacepède [ex Commerson], 1801) ",Hologymnosus,doliatus,Hologymnosus doliatus,Present
1582,"Hologymnosus longipes (Günther, 1862) ",Hologymnosus,longipes,Hologymnosus longipes,Present
1583,"Iniistius aneitensis (Günther, 1862) ",Iniistius,aneitensis,Iniistius aneitensis,Present
1584,"Iniistius celebicus (Bleeker, 1856) ",Iniistius,celebicus,Iniistius celebicus,Present
1585,"Iniistius pavo (Valenciennes in Cuvier & Valenciennes, 1840) ",Iniistius,pavo,Iniistius pavo,Present
1586,"Iniistius pentadactylus (Linnaeus, 1758) ",Iniistius,pentadactylus,Iniistius pentadactylus,Present
1587,"Labrichthys unilineatus (Guichenot, 1847) ",Labrichthys,unilineatus,Labrichthys unilineatus,Present
1588,"Labroides bicolor Fowler & Bean, 1928 ",Labroides,bicolor,Labroides bicolor,Present
1589,"Labroides dimidiatus (Valenciennes in Cuvier & Valenciennes, 1839) ",Labroides,dimidiatus,Labroides dimidiatus,Present
1590,"Labroides pectoralis Randall & Springer, 1975 ",Labroides,pectoralis,Labroides pectoralis,Present
1591,"Labroides rubrolabiatus Randall, 1958 ",Labroides,rubrolabiatus,Labroides rubrolabiatus,Present
1592,"Labropsis australis Randall, 1981 ",Labropsis,australis,Labropsis australis,Present
1593,"Labropsis xanthonota Randall, 1981 ",Labropsis,xanthonota,Labropsis xanthonota,Present
1594,"Macropharyngodon choati Randall, 1978 ",Macropharyngodon,choati,Macropharyngodon choati,Present
1595,"Macropharyngodon kuiteri Randall, 1978 ",Macropharyngodon,kuiteri,Macropharyngodon kuiteri,Present
1596,"Macropharyngodon meleagris (Valenciennes in Cuvier & Valenciennes, 1839) ",Macropharyngodon,meleagris,Macropharyngodon meleagris,Present
1597,"Macropharyngodon negrosensis Herre, 1932 ",Macropharyngodon,negrosensis,Macropharyngodon negrosensis,Present
1598,"Novaculoides macrolepidotus (Bloch, 1791) ",Novaculoides,macrolepidotus,Novaculoides macrolepidotus,Present
1599,"Novaculichthys taeniourus (Lacepède [ex Commerson], 1801) ",Novaculichthys,taeniourus,Novaculichthys taeniourus,Present
1600,"Oxycheilinus bimaculatus (Valenciennes in Cuvier & Valenciennes, 1840) ",Oxycheilinus,bimaculatus,Oxycheilinus bimaculatus,Present
1601,"Oxycheilinus celebicus (Bleeker, 1853) ",Oxycheilinus,celebicus,Oxycheilinus celebicus,Present
1602,"Oxycheilinus digramma (Lacepède, 1801) ",Oxycheilinus,digramma,Oxycheilinus digramma,Present
1603,"Oxycheilinus nigromarginatus Randall, Westneat & Gomon, 2003 ",Oxycheilinus,nigromarginatus,Oxycheilinus nigromarginatus,Present
1604,"Oxycheilinus orientalis (Günther [ex Bleeker], 1862) ",Oxycheilinus,orientalis,Oxycheilinus orientalis,Present
1605,"Oxycheilinus unifasciatus (Streets, 1877) ",Oxycheilinus,unifasciatus,Oxycheilinus unifasciatus,Present
1606,"Pseudocheilinus evanidus Jordan & Evermann, 1903 ",Pseudocheilinus,evanidus,Pseudocheilinus evanidus,Present
1607,"Pseudocheilinus hexataenia (Bleeker, 1857) ",Pseudocheilinus,hexataenia,Pseudocheilinus hexataenia,Present
1608,"Pseudocheilinus ocellatus Randall, 1999 ",Pseudocheilinus,ocellatus,Pseudocheilinus ocellatus,Present
1609,"Pseudocheilinus octotaenia Jenkins, 1901 ",Pseudocheilinus,octotaenia,Pseudocheilinus octotaenia,Present
1610,"Pseudocheilinus tetrataenia Schultz in Schultz, Chapman, Lachner & Woods, 1960 ",Pseudocheilinus,tetrataenia,Pseudocheilinus tetrataenia,Present
1611,"Pseudocoris heteroptera (Bleeker, 1857) ",Pseudocoris,heteroptera,Pseudocoris heteroptera,Present
1612,"Pseudocoris yamashiroi (Schmidt, 1931) ",Pseudocoris,yamashiroi,Pseudocoris yamashiroi,Present
1613,"Pseudodax moluccanus (Valenciennes in Cuvier & Valenciennes, 1840) ",Pseudodax,moluccanus,Pseudodax moluccanus,Present
1614,"Pseudojuloides cerasinus (Snyder, 1904) ",Pseudojuloides,cerasinus,Pseudojuloides cerasinus,Present
1615,"Pseudojuloides elongatus Ayling & Russell, 1977 ",Pseudojuloides,elongatus,Pseudojuloides elongatus,Present
1616,Pteragogus sp ,Pteragogus,sp,Pteragogus sp,Present
1617,"Pteragogus enneacanthus (Bleeker, 1853) ",Pteragogus,enneacanthus,Pteragogus enneacanthus,Present
1618,"Pteragogus flagellifer (Valenciennes in Cuvier & Valenciennes, 1839) ",Pteragogus,flagellifer,Pteragogus flagellifer,Present
1619,"Stethojulis bandanensis (Bleeker, 1851) ",Stethojulis,bandanensis,Stethojulis bandanensis,Present
1620,"Stethojulis notialis Randall, 2000 ",Stethojulis,notialis,Stethojulis notialis,Present
1621,"Stethojulis strigiventer (Bennett, 1833) ",Stethojulis,strigiventer,Stethojulis strigiventer,Present
1622,"Stethojulis trilineata (Bloch & Schneider, 1801) ",Stethojulis,trilineata,Stethojulis trilineata,Present
1623,"Suezichthys arquatus Russell, 1985 ",Suezichthys,arquatus,Suezichthys arquatus,Present
1624,"Suezichthys devisi (Whitley, 1941) ",Suezichthys,devisi,Suezichthys devisi,Present
1625,"Terelabrus rubrovittatus Randall & Fourmanoir, 1988 ",Terelabrus,rubrovittatus,Terelabrus rubrovittatus,Present
1626,"Thalassoma amblycephalum (Bleeker, 1856) ",Thalassoma,amblycephalum,Thalassoma amblycephalum,Present
1627,"Thalassoma hardwicke (Bennett, 1830) ",Thalassoma,hardwicke,Thalassoma hardwicke,Present
1628,"Thalassoma lunare (Linnaeus, 1758) ",Thalassoma,lunare,Thalassoma lunare,Present
1629,"Thalassoma lutescens (Lay & Bennett [ex Solander], 1839) ",Thalassoma,lutescens,Thalassoma lutescens,Present
1630,"Thalassoma nigrofasciatum Randall, 2003 ",Thalassoma,nigrofasciatum,Thalassoma nigrofasciatum,Present
1631,"Thalassoma purpureum (Forsskål in Niebuhr, 1775) ",Thalassoma,purpureum,Thalassoma purpureum,Present
1632,"Thalassoma quinquevittatum (Lay & Bennett, 1839) ",Thalassoma,quinquevittatum,Thalassoma quinquevittatum,Present
1633,"Thalassoma trilobatum (Lacepède [ex Commerson], 1801) ",Thalassoma,trilobatum,Thalassoma trilobatum,Present
1634,"Wetmorella albofasciata Schultz & Marshall, 1954 ",Wetmorella,albofasciata,Wetmorella albofasciata,Present
1635,"Wetmorella nigropinnata (Seale, 1901) ",Wetmorella,nigropinnata,Wetmorella nigropinnata,Present
1636,"Xiphocheilus typus Bleeker, 1857 ",Xiphocheilus,typus,Xiphocheilus typus,Present
1637,"Bolbometopon muricatum (Valenciennes in Cuvier & Valenciennes, 1840) ",Bolbometopon,muricatum,Bolbometopon muricatum,Present
1638,"Calotomus carolinus (Valenciennes in Cuvier & Valenciennes, 1840) ",Calotomus,carolinus,Calotomus carolinus,Present
1639,"Calotomus spinidens (Quoy & Gaimard, 1824) ",Calotomus,spinidens,Calotomus spinidens,Present
1640,"Cetoscarus ocellatus (Valenciennes in Cuvier & Valenciennes, 1840) ",Cetoscarus,ocellatus,Cetoscarus ocellatus,Present
1641,"Chlorurus bleekeri (Beaufort in Weber & Beaufort, 1940) ",Chlorurus,bleekeri,Chlorurus bleekeri,Present
1642,"Chlorurus frontalis (Valenciennes in Cuvier & Valenciennes, 1840) ",Chlorurus,frontalis,Chlorurus frontalis,Present
1643,"Chlorurus japanensis (Bloch, 1789) ",Chlorurus,japanensis,Chlorurus japanensis,Present
1644,"Chlorurus microrhinos (Bleeker, 1854) ",Chlorurus,microrhinos,Chlorurus microrhinos,Present
1645,"Chlorurus sordidus (Forsskål in Niebuhr, 1775) ",Chlorurus,sordidus,Chlorurus sordidus,Present
1646,"Hipposcarus longiceps (Valenciennes in Cuvier & Valenciennes, 1840) ",Hipposcarus,longiceps,Hipposcarus longiceps,Present
1647,"Leptoscarus vaigiensis (Quoy & Gaimard, 1824) ",Leptoscarus,vaigiensis,Leptoscarus vaigiensis,Present
1648,"Scarus altipinnis (Steindachner, 1879) ",Scarus,altipinnis,Scarus altipinnis,Present
1649,"Scarus chameleon Choat & Randall, 1986 ",Scarus,chameleon,Scarus chameleon,Present
1650,"Scarus dimidiatus Bleeker, 1859 ",Scarus,dimidiatus,Scarus dimidiatus,Present
1651,"Scarus flavipectoralis Schultz, 1958 ",Scarus,flavipectoralis,Scarus flavipectoralis,Present
1652,"Scarus forsteni (Bleeker, 1861) ",Scarus,forsteni,Scarus forsteni,Present
1653,"Scarus frenatus Lacepède [ex Commerson], 1802 ",Scarus,frenatus,Scarus frenatus,Present
1654,"Scarus ghobban Forsskål in Niebuhr, 1775 ",Scarus,ghobban,Scarus ghobban,Present
1655,"Scarus globiceps Valenciennes in Cuvier & Valenciennes, 1840 ",Scarus,globiceps,Scarus globiceps,Present
1656,"Scarus longipinnis Randall & Choat, 1980 ",Scarus,longipinnis,Scarus longipinnis,Present
1657,"Scarus niger Forsskål in Niebuhr, 1775 ",Scarus,niger,Scarus niger,Present
1658,"Scarus oviceps Valenciennes in Cuvier & Valenciennes, 1840 ",Scarus,oviceps,Scarus oviceps,Present
1659,"Scarus psittacus Forsskål in Niebuhr, 1775 ",Scarus,psittacus,Scarus psittacus,Present
1660,"Scarus quoyi Valenciennes in Cuvier & Valenciennes, 1840 ",Scarus,quoyi,Scarus quoyi,Present
1661,"Scarus rivulatus Valenciennes in Cuvier & Valenciennes, 1840 ",Scarus,rivulatus,Scarus rivulatus,Present
1662,"Scarus rubroviolaceus Bleeker, 1847 ",Scarus,rubroviolaceus,Scarus rubroviolaceus,Present
1663,"Scarus schlegeli (Bleeker, 1861) ",Scarus,schlegeli,Scarus schlegeli,Present
1664,"Scarus spinus (Kner, 1868) ",Scarus,spinus,Scarus spinus,Present
1665,"Chiasmodon pluriradiatus Parr, 1939 ",Chiasmodon,pluriradiatus,Chiasmodon pluriradiatus,Present
1666,"Dysalotus alcocki MacGilchrist, 1905 ",Dysalotus,alcocki,Dysalotus alcocki,Present
1667,"Kali kerberti Weber, 1913 ",Kali,kerberti,Kali kerberti,Present
1668,"Pseudoscopelus obtusifrons (Fowler, 1934) ",Pseudoscopelus,obtusifrons,Pseudoscopelus obtusifrons,Present
1669,"Champsodon guentheri Regan, 1908 ",Champsodon,guentheri,Champsodon guentheri,Present
1670,"Champsodon longipinnis Matsubara & Amaoka in Matsubara, Ochiai, Amaoka & Nakamura, 1964 ",Champsodon,longipinnis,Champsodon longipinnis,Present
1671,"Champsodon nudivittis (Ogilby, 1895) ",Champsodon,nudivittis,Champsodon nudivittis,Present
1672,"Champsodon snyderi Franz, 1910 ",Champsodon,snyderi,Champsodon snyderi,Present
1673,"Kochichthys flavofasciatus (Kamohara, 1936) ",Kochichthys,flavofasciatus,Kochichthys flavofasciatus,Present
1674,"Parapercis albipinna Randall, 2008 ",Parapercis,albipinna,Parapercis albipinna,Endemic
1675,"Parapercis australis Randall, 2003 ",Parapercis,australis,Parapercis australis,Present
1676,"Parapercis binivirgata (Waite, 1904) ",Parapercis,binivirgata,Parapercis binivirgata,Present
1677,"Parapercis clathrata Ogilby, 1910 ",Parapercis,clathrata,Parapercis clathrata,Present
1678,"Parapercis colemani Randall & Francis, 1993 ",Parapercis,colemani,Parapercis colemani,Present
1679,"Parapercis flavescens Fourmanoir & Rivaton, 1979 ",Parapercis,flavescens,Parapercis flavescens,Endemic
1680,"Parapercis hexophtalma (Cuvier [ex Ehrenberg] in Cuvier & Valenciennes, 1829) ",Parapercis,hexophtalma,Parapercis hexophtalma,Present
1681,"Parapercis lineopunctata Randall, 2003 ",Parapercis,lineopunctata,Parapercis lineopunctata,Present
